areaCode,areaName,areaType,date,age,rate,value
E92000001,England,nation,2021-05-09,45_to_49,7611.1,137244
E92000001,England,nation,2021-05-09,40_to_44,8031.4,138965
E92000001,England,nation,2021-05-09,50_to_54,7353.0,140540
E92000001,England,nation,2021-05-09,70_to_74,3616.9,48609
E92000001,England,nation,2021-05-09,85_to_89,8127.3,28948
E92000001,England,nation,2021-05-09,5_to_9,2718.1,49317
E92000001,England,nation,2021-05-09,60_to_64,5982.4,93834
E92000001,England,nation,2021-05-09,35_to_39,8186.1,151685
E92000001,England,nation,2021-05-09,25_to_29,8471.4,163025
E92000001,England,nation,2021-05-09,55_to_59,6794.6,125876
E92000001,England,nation,2021-05-09,30_to_34,8536.3,163590
E92000001,England,nation,2021-05-09,10_to_14,4372.3,77035
E92000001,England,nation,2021-05-09,75_to_79,4179.0,39035
E92000001,England,nation,2021-05-09,90+,12069.1,20463
E92000001,England,nation,2021-05-09,20_to_24,8618.1,154411
E92000001,England,nation,2021-05-09,0_to_4,2588.1,43022
E92000001,England,nation,2021-05-09,15_to_19,7210.5,115473
E92000001,England,nation,2021-05-09,80_to_84,5515.2,35298
E92000001,England,nation,2021-05-08,70_to_74,3616.1,48598
E92000001,England,nation,2021-05-08,55_to_59,6792.5,125837
E92000001,England,nation,2021-05-08,0_to_4,2587.1,43005
E92000001,England,nation,2021-05-08,25_to_29,8467.9,162957
E92000001,England,nation,2021-05-08,10_to_14,4363.1,76872
E92000001,England,nation,2021-05-08,65_to_69,4394.6,59227
E92000001,England,nation,2021-05-08,30_to_34,8532.8,163523
E92000001,England,nation,2021-05-08,20_to_24,8614.4,154344
E92000001,England,nation,2021-05-08,35_to_39,8182.2,151613
E92000001,England,nation,2021-05-08,80_to_84,5514.8,35296
E92000001,England,nation,2021-05-08,45_to_49,7608.6,137198
E92000001,England,nation,2021-05-08,85_to_89,8127.3,28948
E92000001,England,nation,2021-05-08,60_to_64,5981.6,93820
E92000001,England,nation,2021-05-08,50_to_54,7351.0,140501
E92000001,England,nation,2021-05-08,90+,12068.0,20461
E92000001,England,nation,2021-05-08,40_to_44,8028.4,138912
E92000001,England,nation,2021-05-08,75_to_79,4178.5,39030
E92000001,England,nation,2021-05-08,15_to_19,7203.2,115356
E92000001,England,nation,2021-05-08,5_to_9,2716.0,49278
E92000001,England,nation,2021-05-07,40_to_44,8025.1,138856
E92000001,England,nation,2021-05-07,55_to_59,6791.3,125816
E92000001,England,nation,2021-05-07,35_to_39,8179.6,151566
E92000001,England,nation,2021-05-07,60_to_64,5980.3,93801
E92000001,England,nation,2021-05-07,10_to_14,4359.4,76807
E92000001,England,nation,2021-05-07,65_to_69,4393.6,59213
E92000001,England,nation,2021-05-07,5_to_9,2713.7,49236
E92000001,England,nation,2021-05-07,0_to_4,2585.8,42984
E92000001,England,nation,2021-05-07,25_to_29,8465.3,162908
E92000001,England,nation,2021-05-07,90+,12066.8,20459
E92000001,England,nation,2021-05-07,15_to_19,7199.3,115294
E92000001,England,nation,2021-05-07,30_to_34,8529.8,163466
E92000001,England,nation,2021-05-07,45_to_49,7606.5,137161
E92000001,England,nation,2021-05-07,80_to_84,5514.1,35291
E92000001,England,nation,2021-05-07,70_to_74,3616.0,48596
E92000001,England,nation,2021-05-07,20_to_24,8611.1,154286
E92000001,England,nation,2021-05-07,75_to_79,4177.7,39023
E92000001,England,nation,2021-05-07,50_to_54,7349.6,140475
E92000001,England,nation,2021-05-07,85_to_89,8126.7,28946
E92000001,England,nation,2021-05-06,85_to_89,8126.2,28944
E92000001,England,nation,2021-05-06,40_to_44,8021.9,138801
E92000001,England,nation,2021-05-06,50_to_54,7347.5,140435
E92000001,England,nation,2021-05-06,5_to_9,2711.8,49202
E92000001,England,nation,2021-05-06,80_to_84,5513.6,35288
E92000001,England,nation,2021-05-06,65_to_69,4392.9,59204
E92000001,England,nation,2021-05-06,10_to_14,4354.9,76728
E92000001,England,nation,2021-05-06,30_to_34,8525.2,163377
E92000001,England,nation,2021-05-06,55_to_59,6789.9,125789
E92000001,England,nation,2021-05-06,75_to_79,4176.4,39011
E92000001,England,nation,2021-05-06,20_to_24,8607.1,154213
E92000001,England,nation,2021-05-06,60_to_64,5979.4,93787
E92000001,England,nation,2021-05-06,35_to_39,8175.2,151484
E92000001,England,nation,2021-05-06,15_to_19,7196.0,115240
E92000001,England,nation,2021-05-06,25_to_29,8461.8,162840
E92000001,England,nation,2021-05-06,90+,12066.8,20459
E92000001,England,nation,2021-05-06,0_to_4,2584.5,42962
E92000001,England,nation,2021-05-06,45_to_49,7603.7,137110
E92000001,England,nation,2021-05-06,70_to_74,3615.4,48589
E92000001,England,nation,2021-05-05,15_to_19,7189.1,115130
E92000001,England,nation,2021-05-05,70_to_74,3614.9,48581
E92000001,England,nation,2021-05-05,60_to_64,5977.9,93763
E92000001,England,nation,2021-05-05,90+,12066.2,20458
E92000001,England,nation,2021-05-05,65_to_69,4391.3,59182
E92000001,England,nation,2021-05-05,20_to_24,8602.8,154137
E92000001,England,nation,2021-05-05,40_to_44,8017.8,138730
E92000001,England,nation,2021-05-05,45_to_49,7600.1,137046
E92000001,England,nation,2021-05-05,35_to_39,8170.7,151401
E92000001,England,nation,2021-05-05,10_to_14,4348.7,76618
E92000001,England,nation,2021-05-05,30_to_34,8521.3,163303
E92000001,England,nation,2021-05-05,80_to_84,5513.0,35284
E92000001,England,nation,2021-05-05,25_to_29,8457.4,162755
E92000001,England,nation,2021-05-05,75_to_79,4176.1,39008
E92000001,England,nation,2021-05-05,5_to_9,2709.3,49156
E92000001,England,nation,2021-05-05,50_to_54,7345.1,140389
E92000001,England,nation,2021-05-05,55_to_59,6788.3,125759
E92000001,England,nation,2021-05-05,0_to_4,2583.4,42944
E92000001,England,nation,2021-05-05,85_to_89,8125.1,28940
E92000001,England,nation,2021-05-04,15_to_19,7182.4,115023
E92000001,England,nation,2021-05-04,90+,12065.6,20457
E92000001,England,nation,2021-05-04,85_to_89,8125.1,28940
E92000001,England,nation,2021-05-04,75_to_79,4174.9,38997
E92000001,England,nation,2021-05-04,65_to_69,4390.3,59169
E92000001,England,nation,2021-05-04,60_to_64,5976.8,93745
E92000001,England,nation,2021-05-04,80_to_84,5512.5,35281
E92000001,England,nation,2021-05-04,25_to_29,8452.9,162669
E92000001,England,nation,2021-05-04,70_to_74,3614.5,48576
E92000001,England,nation,2021-05-04,0_to_4,2582.3,42926
E92000001,England,nation,2021-05-04,50_to_54,7342.7,140343
E92000001,England,nation,2021-05-04,45_to_49,7597.2,136993
E92000001,England,nation,2021-05-04,55_to_59,6786.8,125731
E92000001,England,nation,2021-05-04,5_to_9,2706.0,49096
E92000001,England,nation,2021-05-04,20_to_24,8598.5,154059
E92000001,England,nation,2021-05-04,30_to_34,8516.2,163205
E92000001,England,nation,2021-05-04,40_to_44,8013.0,138646
E92000001,England,nation,2021-05-04,10_to_14,4340.2,76468
E92000001,England,nation,2021-05-04,35_to_39,8167.1,151334
E92000001,England,nation,2021-05-03,90+,12065.0,20456
E92000001,England,nation,2021-05-03,60_to_64,5975.0,93717
E92000001,England,nation,2021-05-03,40_to_44,8008.3,138565
E92000001,England,nation,2021-05-03,65_to_69,4389.5,59158
E92000001,England,nation,2021-05-03,80_to_84,5511.7,35276
E92000001,England,nation,2021-05-03,25_to_29,8448.6,162586
E92000001,England,nation,2021-05-03,50_to_54,7340.4,140299
E92000001,England,nation,2021-05-03,35_to_39,8162.7,151253
E92000001,England,nation,2021-05-03,20_to_24,8594.0,153978
E92000001,England,nation,2021-05-03,15_to_19,7174.4,114895
E92000001,England,nation,2021-05-03,45_to_49,7593.5,136927
E92000001,England,nation,2021-05-03,55_to_59,6785.0,125699
E92000001,England,nation,2021-05-03,10_to_14,4333.3,76348
E92000001,England,nation,2021-05-03,0_to_4,2580.5,42895
E92000001,England,nation,2021-05-03,70_to_74,3613.2,48559
E92000001,England,nation,2021-05-03,5_to_9,2703.2,49045
E92000001,England,nation,2021-05-03,85_to_89,8124.2,28937
E92000001,England,nation,2021-05-03,75_to_79,4174.4,38992
E92000001,England,nation,2021-05-03,30_to_34,8512.1,163127
E92000001,England,nation,2021-05-02,55_to_59,6783.6,125673
E92000001,England,nation,2021-05-02,80_to_84,5511.6,35275
E92000001,England,nation,2021-05-02,35_to_39,8158.7,151179
E92000001,England,nation,2021-05-02,45_to_49,7590.8,136878
E92000001,England,nation,2021-05-02,65_to_69,4388.5,59145
E92000001,England,nation,2021-05-02,0_to_4,2579.4,42877
E92000001,England,nation,2021-05-02,30_to_34,8508.7,163062
E92000001,England,nation,2021-05-02,75_to_79,4173.9,38987
E92000001,England,nation,2021-05-02,10_to_14,4326.2,76222
E92000001,England,nation,2021-05-02,70_to_74,3612.8,48553
E92000001,England,nation,2021-05-02,85_to_89,8123.9,28936
E92000001,England,nation,2021-05-02,15_to_19,7168.6,114801
E92000001,England,nation,2021-05-02,90+,12065.0,20456
E92000001,England,nation,2021-05-02,50_to_54,7338.5,140262
E92000001,England,nation,2021-05-02,60_to_64,5973.6,93695
E92000001,England,nation,2021-05-02,5_to_9,2701.3,49011
E92000001,England,nation,2021-05-02,25_to_29,8444.3,162504
E92000001,England,nation,2021-05-02,40_to_44,8004.6,138501
E92000001,England,nation,2021-05-02,20_to_24,8590.4,153914
E92000001,England,nation,2021-05-01,15_to_19,7163.8,114725
E92000001,England,nation,2021-05-01,75_to_79,4173.5,38984
E92000001,England,nation,2021-05-01,25_to_29,8441.6,162451
E92000001,England,nation,2021-05-01,0_to_4,2578.5,42863
E92000001,England,nation,2021-05-01,45_to_49,7589.5,136854
E92000001,England,nation,2021-05-01,30_to_34,8506.6,163022
E92000001,England,nation,2021-05-01,40_to_44,8002.4,138463
E92000001,England,nation,2021-05-01,50_to_54,7337.0,140234
E92000001,England,nation,2021-05-01,10_to_14,4320.6,76123
E92000001,England,nation,2021-05-01,55_to_59,6782.5,125652
E92000001,England,nation,2021-05-01,5_to_9,2700.2,48991
E92000001,England,nation,2021-05-01,20_to_24,8588.3,153877
E92000001,England,nation,2021-05-01,35_to_39,8155.6,151121
E92000001,England,nation,2021-05-01,60_to_64,5972.7,93681
E92000001,England,nation,2021-05-01,85_to_89,8123.9,28936
E92000001,England,nation,2021-05-01,90+,12065.0,20456
E92000001,England,nation,2021-05-01,70_to_74,3612.1,48544
E92000001,England,nation,2021-05-01,65_to_69,4387.7,59134
E92000001,England,nation,2021-05-01,80_to_84,5510.8,35270
E92000001,England,nation,2021-04-30,50_to_54,7335.6,140206
E92000001,England,nation,2021-04-30,60_to_64,5971.5,93662
E92000001,England,nation,2021-04-30,55_to_59,6781.1,125626
E92000001,England,nation,2021-04-30,25_to_29,8438.7,162395
E92000001,England,nation,2021-04-30,30_to_34,8503.1,162954
E92000001,England,nation,2021-04-30,80_to_84,5510.5,35268
E92000001,England,nation,2021-04-30,40_to_44,7999.7,138416
E92000001,England,nation,2021-04-30,65_to_69,4387.6,59132
E92000001,England,nation,2021-04-30,10_to_14,4317.7,76072
E92000001,England,nation,2021-04-30,45_to_49,7587.3,136815
E92000001,England,nation,2021-04-30,75_to_79,4172.6,38975
E92000001,England,nation,2021-04-30,35_to_39,8152.6,151066
E92000001,England,nation,2021-04-30,70_to_74,3611.6,48537
E92000001,England,nation,2021-04-30,90+,12063.8,20454
E92000001,England,nation,2021-04-30,15_to_19,7160.8,114676
E92000001,England,nation,2021-04-30,5_to_9,2698.5,48960
E92000001,England,nation,2021-04-30,85_to_89,8123.7,28935
E92000001,England,nation,2021-04-30,20_to_24,8584.9,153815
E92000001,England,nation,2021-04-30,0_to_4,2577.7,42849
E92000001,England,nation,2021-04-29,75_to_79,4172.3,38972
E92000001,England,nation,2021-04-29,85_to_89,8121.1,28926
E92000001,England,nation,2021-04-29,65_to_69,4386.4,59116
E92000001,England,nation,2021-04-29,80_to_84,5509.7,35263
E92000001,England,nation,2021-04-29,5_to_9,2696.0,48915
E92000001,England,nation,2021-04-29,10_to_14,4314.9,76023
E92000001,England,nation,2021-04-29,50_to_54,7333.7,140170
E92000001,England,nation,2021-04-29,15_to_19,7156.6,114610
E92000001,England,nation,2021-04-29,25_to_29,8434.6,162316
E92000001,England,nation,2021-04-29,90+,12062.7,20452
E92000001,England,nation,2021-04-29,45_to_49,7584.2,136758
E92000001,England,nation,2021-04-29,55_to_59,6779.6,125599
E92000001,England,nation,2021-04-29,70_to_74,3611.3,48533
E92000001,England,nation,2021-04-29,60_to_64,5969.7,93634
E92000001,England,nation,2021-04-29,20_to_24,8581.3,153751
E92000001,England,nation,2021-04-29,35_to_39,8149.9,151015
E92000001,England,nation,2021-04-29,40_to_44,7997.2,138373
E92000001,England,nation,2021-04-29,0_to_4,2576.9,42835
E92000001,England,nation,2021-04-29,30_to_34,8499.7,162889
E92000001,England,nation,2021-04-28,25_to_29,8431.3,162253
E92000001,England,nation,2021-04-28,30_to_34,8496.1,162821
E92000001,England,nation,2021-04-28,85_to_89,8120.8,28925
E92000001,England,nation,2021-04-28,40_to_44,7993.1,138302
E92000001,England,nation,2021-04-28,55_to_59,6777.4,125557
E92000001,England,nation,2021-04-28,90+,12061.5,20450
E92000001,England,nation,2021-04-28,35_to_39,8146.7,150955
E92000001,England,nation,2021-04-28,80_to_84,5509.5,35262
E92000001,England,nation,2021-04-28,15_to_19,7151.7,114531
E92000001,England,nation,2021-04-28,5_to_9,2693.9,48877
E92000001,England,nation,2021-04-28,0_to_4,2575.7,42815
E92000001,England,nation,2021-04-28,70_to_74,3609.9,48514
E92000001,England,nation,2021-04-28,50_to_54,7331.9,140135
E92000001,England,nation,2021-04-28,65_to_69,4385.2,59100
E92000001,England,nation,2021-04-28,10_to_14,4308.4,75909
E92000001,England,nation,2021-04-28,20_to_24,8576.8,153671
E92000001,England,nation,2021-04-28,60_to_64,5968.3,93612
E92000001,England,nation,2021-04-28,75_to_79,4171.5,38965
E92000001,England,nation,2021-04-28,45_to_49,7581.4,136708
E92000001,England,nation,2021-04-27,80_to_84,5508.6,35256
E92000001,England,nation,2021-04-27,45_to_49,7578.3,136652
E92000001,England,nation,2021-04-27,60_to_64,5967.2,93595
E92000001,England,nation,2021-04-27,20_to_24,8571.2,153571
E92000001,England,nation,2021-04-27,50_to_54,7329.5,140091
E92000001,England,nation,2021-04-27,70_to_74,3608.8,48500
E92000001,England,nation,2021-04-27,5_to_9,2691.8,48839
E92000001,England,nation,2021-04-27,15_to_19,7146.0,114440
E92000001,England,nation,2021-04-27,55_to_59,6776.0,125532
E92000001,England,nation,2021-04-27,65_to_69,4384.4,59089
E92000001,England,nation,2021-04-27,75_to_79,4170.4,38955
E92000001,England,nation,2021-04-27,90+,12059.7,20447
E92000001,England,nation,2021-04-27,85_to_89,8120.8,28925
E92000001,England,nation,2021-04-27,10_to_14,4301.3,75783
E92000001,England,nation,2021-04-27,35_to_39,8142.2,150872
E92000001,England,nation,2021-04-27,0_to_4,2574.6,42798
E92000001,England,nation,2021-04-27,25_to_29,8427.0,162170
E92000001,England,nation,2021-04-27,40_to_44,7988.7,138226
E92000001,England,nation,2021-04-27,30_to_34,8492.3,162748
E92000001,England,nation,2021-04-26,5_to_9,2689.4,48795
E92000001,England,nation,2021-04-26,75_to_79,4169.7,38948
E92000001,England,nation,2021-04-26,45_to_49,7574.5,136584
E92000001,England,nation,2021-04-26,60_to_64,5965.7,93572
E92000001,England,nation,2021-04-26,50_to_54,7327.5,140051
E92000001,England,nation,2021-04-26,30_to_34,8488.7,162679
E92000001,England,nation,2021-04-26,80_to_84,5507.7,35250
E92000001,England,nation,2021-04-26,85_to_89,8119.7,28921
E92000001,England,nation,2021-04-26,10_to_14,4296.6,75701
E92000001,England,nation,2021-04-26,65_to_69,4383.3,59075
E92000001,England,nation,2021-04-26,15_to_19,7140.6,114353
E92000001,England,nation,2021-04-26,70_to_74,3607.8,48486
E92000001,England,nation,2021-04-26,20_to_24,8566.9,153493
E92000001,England,nation,2021-04-26,90+,12057.9,20444
E92000001,England,nation,2021-04-26,25_to_29,8422.8,162090
E92000001,England,nation,2021-04-26,40_to_44,7984.7,138156
E92000001,England,nation,2021-04-26,35_to_39,8138.0,150795
E92000001,England,nation,2021-04-26,0_to_4,2573.6,42780
E92000001,England,nation,2021-04-26,55_to_59,6774.2,125498
E92000001,England,nation,2021-04-25,55_to_59,6771.9,125455
E92000001,England,nation,2021-04-25,25_to_29,8418.1,162000
E92000001,England,nation,2021-04-25,75_to_79,4169.2,38943
E92000001,England,nation,2021-04-25,40_to_44,7980.0,138076
E92000001,England,nation,2021-04-25,0_to_4,2572.2,42758
E92000001,England,nation,2021-04-25,85_to_89,8119.2,28919
E92000001,England,nation,2021-04-25,80_to_84,5506.9,35245
E92000001,England,nation,2021-04-25,50_to_54,7324.7,139999
E92000001,England,nation,2021-04-25,35_to_39,8132.1,150686
E92000001,England,nation,2021-04-25,70_to_74,3606.8,48473
E92000001,England,nation,2021-04-25,5_to_9,2686.6,48744
E92000001,England,nation,2021-04-25,60_to_64,5964.0,93544
E92000001,England,nation,2021-04-25,45_to_49,7570.4,136510
E92000001,England,nation,2021-04-25,10_to_14,4290.9,75601
E92000001,England,nation,2021-04-25,90+,12056.8,20442
E92000001,England,nation,2021-04-25,30_to_34,8483.5,162578
E92000001,England,nation,2021-04-25,65_to_69,4381.8,59054
E92000001,England,nation,2021-04-25,15_to_19,7134.5,114255
E92000001,England,nation,2021-04-25,20_to_24,8562.8,153419
E92000001,England,nation,2021-04-24,20_to_24,8559.8,153366
E92000001,England,nation,2021-04-24,65_to_69,4380.7,59039
E92000001,England,nation,2021-04-24,90+,12055.6,20440
E92000001,England,nation,2021-04-24,0_to_4,2571.3,42742
E92000001,England,nation,2021-04-24,35_to_39,8128.3,150615
E92000001,England,nation,2021-04-24,80_to_84,5506.3,35241
E92000001,England,nation,2021-04-24,70_to_74,3606.1,48463
E92000001,England,nation,2021-04-24,85_to_89,8118.3,28916
E92000001,England,nation,2021-04-24,45_to_49,7568.3,136473
E92000001,England,nation,2021-04-24,30_to_34,8479.6,162505
E92000001,England,nation,2021-04-24,5_to_9,2685.1,48718
E92000001,England,nation,2021-04-24,10_to_14,4282.9,75459
E92000001,England,nation,2021-04-24,50_to_54,7322.7,139960
E92000001,England,nation,2021-04-24,25_to_29,8415.3,161946
E92000001,England,nation,2021-04-24,75_to_79,4168.7,38939
E92000001,England,nation,2021-04-24,55_to_59,6770.5,125430
E92000001,England,nation,2021-04-24,60_to_64,5962.2,93517
E92000001,England,nation,2021-04-24,15_to_19,7127.9,114150
E92000001,England,nation,2021-04-24,40_to_44,7976.9,138021
E92000001,England,nation,2021-04-23,40_to_44,7974.5,137981
E92000001,England,nation,2021-04-23,60_to_64,5961.4,93504
E92000001,England,nation,2021-04-23,30_to_34,8476.4,162443
E92000001,England,nation,2021-04-23,90+,12054.4,20438
E92000001,England,nation,2021-04-23,85_to_89,8117.5,28913
E92000001,England,nation,2021-04-23,10_to_14,4280.0,75408
E92000001,England,nation,2021-04-23,75_to_79,4167.7,38929
E92000001,England,nation,2021-04-23,0_to_4,2570.5,42729
E92000001,England,nation,2021-04-23,55_to_59,6769.8,125417
E92000001,England,nation,2021-04-23,45_to_49,7566.0,136430
E92000001,England,nation,2021-04-23,70_to_74,3605.7,48458
E92000001,England,nation,2021-04-23,5_to_9,2683.2,48683
E92000001,England,nation,2021-04-23,15_to_19,7125.0,114104
E92000001,England,nation,2021-04-23,80_to_84,5505.2,35234
E92000001,England,nation,2021-04-23,65_to_69,4379.3,59020
E92000001,England,nation,2021-04-23,35_to_39,8124.3,150541
E92000001,England,nation,2021-04-23,50_to_54,7320.7,139922
E92000001,England,nation,2021-04-23,20_to_24,8557.0,153316
E92000001,England,nation,2021-04-23,25_to_29,8412.7,161895
E92000001,England,nation,2021-04-22,60_to_64,5959.6,93476
E92000001,England,nation,2021-04-22,20_to_24,8553.0,153244
E92000001,England,nation,2021-04-22,80_to_84,5504.5,35230
E92000001,England,nation,2021-04-22,25_to_29,8408.3,161811
E92000001,England,nation,2021-04-22,50_to_54,7318.4,139877
E92000001,England,nation,2021-04-22,55_to_59,6768.4,125391
E92000001,England,nation,2021-04-22,0_to_4,2569.0,42705
E92000001,England,nation,2021-04-22,70_to_74,3604.5,48442
E92000001,England,nation,2021-04-22,85_to_89,8116.4,28909
E92000001,England,nation,2021-04-22,5_to_9,2681.2,48647
E92000001,England,nation,2021-04-22,40_to_44,7970.8,137916
E92000001,England,nation,2021-04-22,65_to_69,4377.9,59001
E92000001,England,nation,2021-04-22,30_to_34,8471.1,162342
E92000001,England,nation,2021-04-22,15_to_19,7121.0,114040
E92000001,England,nation,2021-04-22,90+,12053.2,20436
E92000001,England,nation,2021-04-22,45_to_49,7563.2,136381
E92000001,England,nation,2021-04-22,35_to_39,8120.8,150476
E92000001,England,nation,2021-04-22,75_to_79,4166.7,38920
E92000001,England,nation,2021-04-22,10_to_14,4277.3,75361
E92000001,England,nation,2021-04-21,15_to_19,7114.7,113939
E92000001,England,nation,2021-04-21,70_to_74,3603.5,48428
E92000001,England,nation,2021-04-21,0_to_4,2567.7,42682
E92000001,England,nation,2021-04-21,35_to_39,8116.2,150390
E92000001,England,nation,2021-04-21,25_to_29,8403.4,161716
E92000001,England,nation,2021-04-21,40_to_44,7967.3,137855
E92000001,England,nation,2021-04-21,45_to_49,7559.7,136318
E92000001,England,nation,2021-04-21,65_to_69,4376.2,58979
E92000001,England,nation,2021-04-21,30_to_34,8465.9,162242
E92000001,England,nation,2021-04-21,55_to_59,6766.5,125356
E92000001,England,nation,2021-04-21,90+,12051.5,20433
E92000001,England,nation,2021-04-21,80_to_84,5503.4,35223
E92000001,England,nation,2021-04-21,10_to_14,4272.0,75267
E92000001,England,nation,2021-04-21,85_to_89,8116.1,28908
E92000001,England,nation,2021-04-21,20_to_24,8547.4,153143
E92000001,England,nation,2021-04-21,60_to_64,5957.7,93446
E92000001,England,nation,2021-04-21,50_to_54,7316.1,139833
E92000001,England,nation,2021-04-21,5_to_9,2678.7,48602
E92000001,England,nation,2021-04-21,75_to_79,4165.6,38910
E92000001,England,nation,2021-04-20,75_to_79,4164.6,38900
E92000001,England,nation,2021-04-20,5_to_9,2676.6,48564
E92000001,England,nation,2021-04-20,85_to_89,8113.8,28900
E92000001,England,nation,2021-04-20,0_to_4,2566.4,42661
E92000001,England,nation,2021-04-20,55_to_59,6764.3,125315
E92000001,England,nation,2021-04-20,65_to_69,4374.3,58953
E92000001,England,nation,2021-04-20,35_to_39,8110.9,150292
E92000001,England,nation,2021-04-20,10_to_14,4263.1,75111
E92000001,England,nation,2021-04-20,50_to_54,7314.3,139800
E92000001,England,nation,2021-04-20,40_to_44,7961.8,137761
E92000001,England,nation,2021-04-20,45_to_49,7557.0,136268
E92000001,England,nation,2021-04-20,70_to_74,3602.3,48412
E92000001,England,nation,2021-04-20,30_to_34,8460.3,162135
E92000001,England,nation,2021-04-20,20_to_24,8542.8,153061
E92000001,England,nation,2021-04-20,60_to_64,5955.1,93405
E92000001,England,nation,2021-04-20,15_to_19,7107.5,113824
E92000001,England,nation,2021-04-20,80_to_84,5502.3,35216
E92000001,England,nation,2021-04-20,90+,12050.9,20432
E92000001,England,nation,2021-04-20,25_to_29,8398.7,161626
E92000001,England,nation,2021-04-19,5_to_9,2674.5,48525
E92000001,England,nation,2021-04-19,0_to_4,2564.3,42627
E92000001,England,nation,2021-04-19,35_to_39,8106.2,150205
E92000001,England,nation,2021-04-19,55_to_59,6762.4,125279
E92000001,England,nation,2021-04-19,70_to_74,3601.5,48402
E92000001,England,nation,2021-04-19,85_to_89,8112.7,28896
E92000001,England,nation,2021-04-19,65_to_69,4373.0,58936
E92000001,England,nation,2021-04-19,20_to_24,8536.9,152955
E92000001,England,nation,2021-04-19,25_to_29,8393.5,161526
E92000001,England,nation,2021-04-19,75_to_79,4163.5,38890
E92000001,England,nation,2021-04-19,90+,12049.1,20429
E92000001,England,nation,2021-04-19,30_to_34,8455.2,162036
E92000001,England,nation,2021-04-19,40_to_44,7956.4,137667
E92000001,England,nation,2021-04-19,50_to_54,7312.2,139760
E92000001,England,nation,2021-04-19,60_to_64,5953.6,93381
E92000001,England,nation,2021-04-19,80_to_84,5501.1,35208
E92000001,England,nation,2021-04-19,10_to_14,4259.2,75041
E92000001,England,nation,2021-04-19,15_to_19,7101.8,113732
E92000001,England,nation,2021-04-19,45_to_49,7553.1,136198
E92000001,England,nation,2021-04-18,5_to_9,2673.0,48497
E92000001,England,nation,2021-04-18,55_to_59,6759.4,125224
E92000001,England,nation,2021-04-18,15_to_19,7093.8,113604
E92000001,England,nation,2021-04-18,45_to_49,7549.2,136127
E92000001,England,nation,2021-04-18,85_to_89,8111.0,28890
E92000001,England,nation,2021-04-18,70_to_74,3600.4,48387
E92000001,England,nation,2021-04-18,0_to_4,2563.3,42610
E92000001,England,nation,2021-04-18,60_to_64,5951.5,93348
E92000001,England,nation,2021-04-18,80_to_84,5499.5,35198
E92000001,England,nation,2021-04-18,10_to_14,4252.6,74926
E92000001,England,nation,2021-04-18,20_to_24,8531.9,152866
E92000001,England,nation,2021-04-18,50_to_54,7309.8,139713
E92000001,England,nation,2021-04-18,90+,12047.9,20427
E92000001,England,nation,2021-04-18,40_to_44,7951.7,137585
E92000001,England,nation,2021-04-18,30_to_34,8449.8,161933
E92000001,England,nation,2021-04-18,35_to_39,8100.0,150090
E92000001,England,nation,2021-04-18,65_to_69,4371.3,58913
E92000001,England,nation,2021-04-18,25_to_29,8388.8,161436
E92000001,England,nation,2021-04-18,75_to_79,4162.6,38882
E92000001,England,nation,2021-04-17,65_to_69,4370.4,58901
E92000001,England,nation,2021-04-17,60_to_64,5949.9,93324
E92000001,England,nation,2021-04-17,10_to_14,4240.4,74711
E92000001,England,nation,2021-04-17,15_to_19,7084.0,113447
E92000001,England,nation,2021-04-17,50_to_54,7307.9,139677
E92000001,England,nation,2021-04-17,25_to_29,8385.1,161365
E92000001,England,nation,2021-04-17,40_to_44,7947.3,137510
E92000001,England,nation,2021-04-17,90+,12046.7,20425
E92000001,England,nation,2021-04-17,70_to_74,3599.2,48370
E92000001,England,nation,2021-04-17,85_to_89,8109.3,28884
E92000001,England,nation,2021-04-17,20_to_24,8528.5,152805
E92000001,England,nation,2021-04-17,35_to_39,8095.2,150002
E92000001,England,nation,2021-04-17,75_to_79,4162.0,38876
E92000001,England,nation,2021-04-17,5_to_9,2671.2,48465
E92000001,England,nation,2021-04-17,80_to_84,5498.9,35194
E92000001,England,nation,2021-04-17,45_to_49,7545.8,136066
E92000001,England,nation,2021-04-17,30_to_34,8445.7,161855
E92000001,England,nation,2021-04-17,0_to_4,2562.2,42591
E92000001,England,nation,2021-04-17,55_to_59,6757.6,125190
E92000001,England,nation,2021-04-16,45_to_49,7542.9,136015
E92000001,England,nation,2021-04-16,30_to_34,8442.5,161793
E92000001,England,nation,2021-04-16,15_to_19,7080.3,113387
E92000001,England,nation,2021-04-16,60_to_64,5949.0,93310
E92000001,England,nation,2021-04-16,35_to_39,8091.5,149933
E92000001,England,nation,2021-04-16,20_to_24,8525.3,152748
E92000001,England,nation,2021-04-16,55_to_59,6756.0,125162
E92000001,England,nation,2021-04-16,75_to_79,4161.3,38870
E92000001,England,nation,2021-04-16,25_to_29,8381.6,161296
E92000001,England,nation,2021-04-16,5_to_9,2669.6,48437
E92000001,England,nation,2021-04-16,80_to_84,5498.8,35193
E92000001,England,nation,2021-04-16,90+,12045.6,20423
E92000001,England,nation,2021-04-16,65_to_69,4369.4,58887
E92000001,England,nation,2021-04-16,0_to_4,2561.6,42581
E92000001,England,nation,2021-04-16,40_to_44,7944.0,137452
E92000001,England,nation,2021-04-16,50_to_54,7305.9,139639
E92000001,England,nation,2021-04-16,70_to_74,3598.3,48359
